scheme_id,scheme_name,education_level,education_stream,level,state,department,category,gender,caste_category,min_age,max_age,max_income,min_marks,description,benefits,eligibility_criteria,income_missing
SCH3237,Swami Vivekananda Utkrisht Chhatravriti Yojna,Diploma,Engineering & Technology,State,Himachal Pradesh,Department of Education,Education & Learning,All,All,5,99,250000.0,0,"The scheme ""Swami Vivekananda Utkrisht Chhatravriti Yojna"" is a Scholarship Scheme by the Department of Education, Government of Himachal Pradesh. The scheme aims to support meritorious students in their pursuit of higher education. Under this scheme, an amount of ₹ 18,000/- will be given to the eligible students per year for two successive years after matric. Every year, 2000 scholarships are awarded to excellent students from the general category.","A scholarship of ₹ 18,000/-.","Education level: UG; Course: Vocational/ITI, All/General",1
SCH3248,Sweekruti: Pre & Post Matric Scholarship,Postgraduate,Engineering & Technology,State,Odisha,All,Education & Learning,All,All,5,99,240000.0,0,"The scheme ""Pre & Post Matric Scholarship"" is a component of the “Sweekruti” scheme, implemented by the Social Security and Empowerment of Persons with Disabilities (SSEPD) Department, Government of Odisha. The objective of the component is to provide financial assistance to Transgender students studying at post matriculation or post-secondary stage to enable them to complete their education. These scholarships are available to transgender students of Odisha for studies in India only and are...","Category Rate/ Per Month Pre-Matric (From Std. V to X) ₹1,000/- Post-Matric (From Std. XI-XII) ₹1,500/- General Graduate/ Post Graduate Courses ₹2,000/- Professional Degrees/ Diplomas/ Certificates ₹2,500/- Open University/ Non-formal Courses ₹3,000/-",Education level: PG,0
SCH3250,TEC Internship Scheme,All,Engineering & Technology,Central,All India,Department of Telecommunications,"Science, IT & Communications, Education & Learning",All,All,5,99,250000.0,0,"The ‘TEC Internship Scheme’ by the Telecommunication Engineering Centre (TEC), Department of Telecommunications, New Delhi intends to engage 25 Interns in order to study/formulate/operationalize/assess various works/projects/policies etc. The internship Programme will allow young talent to be associated with the TEC work for mutual benefit. It will enable TEC to interact with young scholars and get fresh ideas and study/ research support from academics. At the same time, it will provide an...","Token Amount The interns will be paid a token amount of ₹ 15,000/- per month. Certificate The Interns will be issued a Certificate at the end of the internship.","Education level: UG; Course: Engineering/Technology, Research",1
SCH3251,Tablet Assistance to Scheduled Caste Students of 12th Standard,Senior Secondary,Education,State,Gujarat,All,"Social welfare & Empowerment, Education & Learning",All,SC,5,99,250000.0,0,"The “Tablet Assistance to Scheduled Caste Students” scheme is administered by the Director, Scheduled Caste Welfare, Government of Gujarat. Under the scheme, tablets are provided to students in the 12th standard who belong to the Scheduled Caste (SC) category.","Under the scheme, students in the 12th standard belonging to the Scheduled Caste category will receive a tablet by paying a token fee of ₹1,000/-.",Education level: 11th-12th,1
SCH3252,Tagore National Fellowship for Cultural Research,Diploma,Engineering & Technology,Central,All India,Ministry of Culture from time to time,"Education & Learning, Sports & Culture",All,All,5,99,250000.0,30,"The Scheme “Tagore National Fellowship for Cultural Research” has been introduced to invigorate and revitalize the various institutions under the Ministry of Culture (MoC) and other identified cultural institutions in the country, by encouraging Fellows/academicians to affiliate themselves with these institutions to work on projects of mutual interest. With a view to infuse fresh knowledge capital into the institutions, the scheme expects these Fellows/academicians to select specific...","Honorarium: A Tagore National Fellow who is from a University, College, Research Institute, or Government setup in India would be entitled to the same pay, including grade pay, etc., which he/she would have drawn had he/she continued in his/her parent organization. Essential or mandatory contributions of the employer to Provident Fund etc. would be paid by the parent organizations as would have been paid by them had he/she continued in his/her parent organization. A Fellow from abroad or from a set-up other than University, College, Research Institute or Government service, or who has retired from active service and/or is on pension, would be entitled to a fixed honorarium of ₹80,000/- per month. No payment of honorarium would normally be made to a Fellow receiving full funding from other sources up to the level of the honorarium, but such Fellow will, however, receive a Contingency Grant, other allowances, and facilities, as decided by the NSC. Contingency Grant: In case of foreign and Indian research fellows residing or serving abroad and having been selected as Tagore Fellows under Non-MoC institutions, to and fro economy class airfare from their country of residence will be provided/reimbursed by the Ministry once during the course of the Fellowship. Similarly, all fellows under Non-MoC institutions who take up the Fellowship under the Scheme will be reimbursed, on an ‘actual’ basis, contingent expenses for making academic trips, engaging research assistants, etc. up to a maximum ceiling of ₹2.50 lakhs per annum, during the tenure of Fellowship subject to verification of requisite bills by the Nodal Institutions. Note: For Fellows selected under MoC Institutions, the expenditure in this regard will be borne by the concerned MoC Institution from the grant-in-aid received by them from their administrative Division of the Ministry. Accommodation: A Fellow who is not a bona-fide resident of the place of the Participating Institution to which he has proposed to be affiliated and who intends to take up rented accommodation in the city of the desired Institution will be required to indicate this fact at the time of applying for Fellowship. The selected Fellow will be entitled to receive a House Rent Allowance of up to 30% of the honorarium. However, with respect to Fellows from Universities, colleges, Research institutes, or Government setups HRA will be paid by the Parent Organization as per entitlement. The MoC Institutions will bear the expenditure in this regard from the grant-in-aid received by them from their administrative Division of the Ministry. In respect of Non-MoC Institutions, the Ministry of Culture will reimburse the House Rent Allowance directly to Fellows on submission of rent receipts (in original) to the Participating Institutions who will verify and forward the same to the Ministry for reimbursement. Settling Allowance: A Fellow from outstation will be given, if required, a lump sum grant of ₹1.00 lakh as settling allowance for packing/transportation, etc., of his personal belongings from the old station to the new station of his stay during the tenure of Fellowship, if he moves station or otherwise transports books and academic effects. Allowance of an equal amount will also be given at the conclusion of the Fellowship for moving out of station. On a case-to-case basis, economy airfare from his/her place/country of residence will be provided/reimbursed upon joining and at the conclusion of the Fellowship. In this regard, Non-MoC Institutions will bear the expenditure and thereafter seek reimbursement from the Ministry after submission of certified copies of Bills along with justification. Support to Fellows: Infrastructural support will be provided by the Nodal Institution to the Fellows to enable them to conduct their research. This may include the provision of a computer with peripherals and connectivity, working space in the institution’s premises, providing a congenial atmosphere to carry out research, etc. Other facilities, like appropriate seating arrangements, library facilities, etc., will also be made available. One important advantage of this scheme will be the access of the Fellows to national institutions for study and avail original and rare research material. In respect of foreign fellows engaged under this scheme, necessary political/security clearances from the concerned Ministries/Departments shall be obtained by the Ministry of Culture. Encouragement and financial support may also be given to enable the Fellows to present papers at conferences hosted by the concerned institution or other related organizations and institutions, which will be met out/reimbursed, on an ‘actuals’ basis, with a ceiling of ₹1.00 lakh per annum, provided adequate academic interaction is arranged",Education level: UG; Course: Research; Minimum marks mentioned: 30.0%,1
SCH3253,Tagore National Scholarship for Cultural Research,Diploma,Engineering & Technology,Central,All India,Ministry of Culture from time to time,"Education & Learning, Sports & Culture",All,All,5,99,250000.0,30,"The Scheme “Tagore National Scholarship for Cultural Research” has been introduced to invigorate and revitalize the various institutions under the Ministry of Culture (MoC) and other identified cultural institutions in the country, by encouraging scholars/academicians to affiliate themselves with these institutions to work on projects of mutual interest. With a view to infusing fresh knowledge capital into the institutions, the scheme expects these scholars/academicians to select specific...","Honorarium: The scholarship honorarium will be ₹50,000/- per month. However, if the scholar is from a University, College, Research Institute, or Government set-up in India, he/she would be entitled to the same pay, including grade pay, etc., which he/she would have drawn had he/she continued in his/her parent organization. Note: Essential or mandatory contribution of the employer to Provident Fund etc. would be paid by the parent organizations had he/she continued in his/her parent organization. Contingency Grant: In case of scholars selected as Tagore Scholars under Non-MoC institutions, will also be paid a contingency grant by the Ministry on an ‘actuals basis’ up to a maximum ceiling of ₹10,000 per month and such other allowances/benefits provided in this scheme, and to the extent, as may be specifically decided in each case by the ILSCC/NSC (within the limits applicable in the case of Tagore National Fellows), depending on the nature and the duration of the project subject to the verification of the bills by the Nodal Institutions. Note: For scholars selected under MoC Institutions, the expenditure in this regard will be borne by the concerned MoC Institution from the grant-in-aid received by them from their administrative Division of the Ministry. Accommodation: A Scholar who is not a bona-fide resident of the place of the Participating Institution to which he has proposed to be affiliated and who intends to take up rented accommodation in the city of the desired Institution will be required to indicate this fact at the time of applying for Scholarship. The selected Scholar will be entitled to receive a House Rent Allowance of up to 30% of the honorarium. However, with respect to Scholars from University, College, Research Institute or Government set up, HRA will be paid by the Parent Organization as per entitlement. MoC Institutions will bear the expenditure in this regard from the grant-in-aid received by them from their administrative Division of the Ministry. In respect of Non-MoC Institutions, the Ministry of Culture will reimburse the House Rent Allowance directly to Scholars on submission of rent receipts (in original) to the Participating Institutions who will verify and forward the same to the Ministry for reimbursement. Settling Allowance: A Scholar from outstation will be given, if required, a lump sum grant of ₹1.00 lakh as settling allowance for packing/transportation, etc., of his personal belongings from the old station to the new station of his stay during the tenure of the Scholarship, if he moves station or otherwise transports books and academic effects. Allowance of an equal amount will also be given at the conclusion of the Scholarship for moving out of station. On a case-to-case basis, economy airfare from his/her place/country of residence will be provided/reimbursed upon joining and on the conclusion of the Scholarship. In this regard, Non-MoC Institutions will bear the expenditure and thereafter seek reimbursement from the Ministry after submission of certified copies of Bills along with justification. Intimation in advance is also required to be given to the Ministry by the Non-MoC Institutions. MoC Institutions will bear the expenditure in this regard from the grant-in-aid received by them from their administrative Division of the Ministry. Support to Scholars: Infrastructural support will be provided by the Nodal Institution to the Scholars to enable them to conduct their research. This may include the provision of a computer with peripherals and connectivity, working space in the institution’s premises, providing a congenial atmosphere to carry out research, etc. Other facilities, like appropriate seating arrangements, library facilities, etc., will also be made available. One important advantage of this scheme will be the access of the Scholars to national institutions for study and avail original and rare research material. In respect of foreign Scholars engaged under this scheme, necessary political/security clearances from the concerned Ministries/Departments shall be obtained by the Ministry of Culture. Encouragement and financial support may also be given to enable the Scholars to present papers at conferences hosted by the concerned institution or other related organizations and institutions, which will be met out/reimbursed, on an ‘actuals’ basis, with a ceiling of ₹1.00 lakh per annum, provided adequate academic interaction is arranged.","Education level: UG; Course: Research, All/General; Minimum marks mentioned: 30.0%",1
SCH3256,Tamil Nadu Chief Minister's Fellowship Programme,Diploma,Engineering & Technology,State,Tamil Nadu,All,Education & Learning,All,SC/ST,5,99,250000.0,0,"The Government of Tamil Nadu has introduced the two-year “Tamil Nadu Chief Minister’s Fellowship Programme (TNCMFP),” starting from 2022-23. It aims to harness the energy and talent of young professionals to optimize the governance processes and enhance the service delivery of various programmes and policies in Tamil Nadu. The Fellows’ role will be to monitor and evaluate, identify issues, and aid data-driven decision-making on the assigned programmes to address the gaps, if any, in service...","Under this fellowship programme, a monthly stipend of ₹65,000/- and an additional allowance of ₹10,000/- to meet their incidental expenses in performing their assigned work, such as travel, mobile phone, data usage, etc. Note: No additional financial assistance will be provided.",Course: Research,1
SCH3262,Technical Education Scholarship Scheme For Degree Level,Postgraduate,Engineering & Technology,State,Himachal Pradesh,Department of Technical Education,Education & Learning,All,SC/ST,5,99,250000.0,100,"The scheme “Technical Education Scholarship Scheme For Degree Level” was started by the Department of Technical Education, Himachal Pradesh. Under the scheme, the scholarships will be awarded to the P.G. Courses/Degree Level Courses in Engineering/Technology including Architecture or any other equivalent course approved by the All India Council for Technical Education (AICTE). Number of Scholarship: The total number of Scholarships for P.G. and degree-level Courses will be 175 Number.","The value of the scholarship for General Category students shall be ₹300/- per month. The value of the scholarship for SC/ST students shall be ₹500/- per month. Note 01: 100% Scholarships shall be awarded to the SC and ST Students in P.G./Degree Courses. Note 02: All students belonging to Schedule Caste and Schedule Tribe and those belonging to BPL families studying in Post Graduate degree and other courses, shall get the scholarship and it will be over and above the sanctioned scholarships for these categories.","Education level: PG; Course: Engineering/Technology, All/General; Minimum marks mentioned: 100.0%",1
SCH3263,Technical Education Scholarship Scheme For Diploma Level,Diploma,Engineering & Technology,State,Himachal Pradesh,Department of Technical Education,Education & Learning,All,SC/ST,5,99,250000.0,100,"The scheme “Technical Education Scholarship Scheme For Diploma Level” was started by the Department of Technical Education, Himachal Pradesh. Under the scheme, the scholarships will be awarded to students who are pursuing Diploma level Courses in Engineering/Technology including Architectural Assistantship or any other equivalent courses as approved by the All India Council of Technical Education (AICTE). Number of Scholarship: Total number of scholarships for Diploma Courses will be 75 Number.","The value of scholarship for Diploma level courses is ₹200/- per month for all categories of students. Note: For Diploma students 100% scholarships shall be awarded to the SC, ST, and Girls students.","Education level: UG; Course: Engineering/Technology, All/General; Minimum marks mentioned: 100.0%",1
SCH3264,Technical Education Scholarship Scheme for ITI Level,Diploma,Engineering & Technology,State,Himachal Pradesh,Department of Technical Education,Education & Learning,Female,SC/ST/OBC,5,99,250000.0,0,"The scheme “Technical Education Scholarship Scheme for ITI Level” was started by the Department of Technical Education, Himachal Pradesh. The objective of awarding this scholarship is two-fold, firstly to improve the quality of training by attracting promising trainees belonging to Scheduled Caste, Scheduled Tribe, and Other Backward Classes, who otherwise would not be in a position to pursue training due to financial constraints and secondly to popularize technical training among these...",The scholarships shall be paid at the rate of ₹250/- per month per trainee subject to the condition that the corresponding decrease shall be affected in the rate of scholarship if the trainees receive a stipend from any other department of the Government or any organization.,"Education level: Diploma/ITI; Course: Engineering/Technology, Vocational/ITI, All/General",1
SCH3266,Technology Development And Utilization Programme For Women,Diploma,Engineering & Technology,Central,All India,All,"Science, IT & Communications, Education & Learning, Women and Child",Female,All,5,99,250000.0,0,"Introduction In order to meet the specific needs of women and to enhance the contribution of women towards technology capability building, the “Technology Development & Utilization Programme for Women (TDUPW)” has been formulated by the Department of Scientific and Industrial Research (DSIR). DSIR has a mandate to carry out activities relating to indigenous technology promotion, development, utilization and transfer. DSIR under its “Technology Development and Utilization Programme for Women...","Duration of the Project The project should be time-bound, depending upon the nature of the project. Normally a duration of less than 2 years is preferred. Quantum of Financial Assistance Assistance will be provided for those projects which are relevant to technology development and utilization by the women. Assistance can be by way of financial support (partial or full) and technical guidance. The financial assistance will be provided only for meeting expenditures on Manpower, Consumables, travel within the country and other miscellaneous expenditures. Note 1: The type of assistance required by the institution should be clearly indicated in the proposal. Note 2: No support will be provided for basic infrastructure and buildings. Method of Release of Financial Assistance The assistance will be released in instalments and will be linked to specific milestones achieved as per the time schedule indicated in the proposal. The release would also be dependent on the completion of formalities like submission of progress reports and Utilization Certificates.","Course: Engineering/Technology, Research",1
SCH3268,Technology Fellowship and Patent Promotion Scheme,Postgraduate,Engineering & Technology,State,Goa,Department of Information Technology,"Business & Entrepreneurship, Education & Learning",All,All,5,99,250000.0,0,"The scheme “Technology Fellowship and Patent Promotion Scheme” is a scheme by the Department of Information Technology, Electronics and Communications, Government of Goa, for the Startups of Goa. The objective of the scheme is to identify technology educators in technical educational institutes in Goa who are keen to further their expertise. The selected educators/fellows would be sent to Centres of Excellence within the country and abroad to undertake summer school and short term training...","A technology fellowship program will run to identify technology educators in technical educational institutes in Goa who are keen to further their expertise in the following areas: Internet of Things, Artificial Intelligence, Machine Learning, Interaction Design, Big Data Analytics, Robotics, 3-D Printing, Data Science, Drones, Virtual Reality/Augmented Reality/Merged Reality, Others (subject to approval from SPC). The selected educators/fellows would be sent to Centres of Excellence within the country and abroad to undertake summer school and short-term training programs to further their learning in their area of specialization. The Department of IT will set up Centres of Excellence/Advanced Maker Labs in the technologies outlined above, in select technical educational institutes. Such selected educators/fellows will function as Master Trainers/Principal Mentors to students and student start-ups that would be incubated in such facilities. The educators/fellows, upon selection, would receive an educational grant of ₹10,00,000 per year , for a period of five years. The benefit of this scheme can be availed by up to ten educators/fellows per year, with one person in each focus area, who will be selected by the SPC as per its guidelines. In case such educators/fellows generate and get any business and value-driven patents registered in their area of specialization, either through individual research or in collaboration with students, such fellows shall be eligible to receive a patent-specific grant of up to ₹15,00,000 , subject to certification by the Start-up Promotion Cell (SPC). NOTE: Under no circumstance shall the benefits under this scheme be considered an entitlement. The SPC shall reserve the sole right to accept or reject applications.","Education level: PG; Course: Engineering/Technology, Management/Commerce, Science, Research, All/General",1
SCH3282,Thakur Sen Negi Utkrisht Chatravriti Yojana,Diploma,Engineering & Technology,State,Himachal Pradesh,Department of Education,Education & Learning,All,All,5,99,250000.0,0,"The scheme “Thakur Sen Negi Utkrisht Chatravriti Yojana"", is a Scholarship Scheme by the Department of Education, Government of Himachal Pradesh. In this scheme, a scholarship of ₹11,000/-per annum is awarded to the top 100 Girls and top 100 Boys students belonging to the Tribal Community of Himachal Pradesh, declared as such in the result of the Matric Examination conducted by the Himachal Pradesh Board of School Education, Dharamshala. The renewal in the 12th Class/2nd Year of the course...","A total of 100 girls and 100 boys will receive ₹ 11,000 per annum for two years.","Education level: 11th-12th; Course: Vocational/ITI, All/General",1
SCH3294,The Inland Waterways Authority of India Internship Scheme,Postgraduate,Education,Central,All India,Ministry of Ports,"Education & Learning, Skills & Employment",All,All,5,99,250000.0,0,"Inland Waterways Authority of India (IWAI); a statutory body under the Ministry of Ports, Shipping and Waterways has introduced a scheme named "" The Inland Waterways Authority of India Internship Scheme "". This Internship Programme will provide an excellent opportunity to interns to familiarize them with the overall proves of development of Inland Waterways Authority of India at the macro level. Objectives of this Scheme are as under: To allow young academic talent to be associated with IWAI...","Remuneration Stipend @ ₹ 10,000/- for Undergraduates and ₹ 20,000/- for Post Graduate/ Research Scholars per month will be payable on satisfactory completion of their internships. Note: Last month's remuneration shall be provided on submission of their Report/paper. Interns will be eligible for remuneration equivalent to the number of days of attendance in the office against the total number of working days in that month. Experience Certificate A certificate regarding the successful completion of the Internship shall be issued by IWAI in the enclosed format in Annexure-B of the Scheme Guidelines. Note: The certificate will be issued upon the submission of their Report/paper and its evaluation by the Director/ Director-In Charge level officers in their concerned Division.",Education level: PG; Course: Research,1
SCH3295,The Lokpal of India Internship Scheme,Diploma,Engineering & Technology,Central,All India,All,"Education & Learning, Skills & Employment",All,All,5,99,250000.0,0,"The Lokpal of India launched ""The Lokpal of India Internship Scheme"". The interns will get an opportunity to learn about the implementation of the Lokpal and Lokayuktas Act, the Prevention of Corruption Act, the Central Vigilance Commission Act, the Delhi Police Establishment Act and other related laws and procedures. They will also learn about the functioning of various institutions like, the Lokpal, the Central Vigilance Commission, The Delhi Police Establishment (CBI), etc. Duration: The...","A stipend of ₹10,000/- per month. The Lokpal of India gives a certificate to the interns completing the internship successfully. The Lokpal of India provides working space, internet, and other appropriate facilities to the interns.",See official scheme description/eligibility details.,1
SCH3296,The Meghalaya Tribal Students’ Book Grant (Post-Matric Education),PhD,Engineering & Technology,State,Meghalaya,All,Education & Learning,All,All,5,99,250000.0,0,"""The Meghalaya Tribal Students’ Book Grant (Post-Matric Education)"" scheme was launched by the Directorate of Higher and Technical Education, Meghalaya. Through this scheme, financial assistance is provided to the meritorious tribal students for the purchase of books for their studies. The student should be enrolled in a recognized institution in India.","The amount of grant per student per academic course will be as follows: Class 11th - 12th (Arts & Commerce): ₹500/- Class 11th - 12th (Science): ₹700/- Degree Arts (Pass): ₹600/- Degree Arts (Honours): ₹750/- Degree Science (Pass): ₹900/- Degree Science (Honours): ₹1000/- Post-Graduate Course (Arts & Commerce): ₹900/- Post Graduate Course (Science): ₹1200/- Research studies for (Ph.D. M.Phil, or M.Lit.): ₹1500/- NOTE: A student receiving a book grant from the Government for a particular course of study, if changes the course of study will not be granted further grants. Disbursement The grant to the selected candidates shall be paid through their parents/guardians or through the Instructions in which the candidates pursue their studies.","Education level: PhD; Course: Engineering/Technology, Management/Commerce, Arts/Humanities, Science, Research, All/General",1
SCH3299,The NSFDC Internship Scheme,Diploma,Engineering & Technology,Central,All India,Ministry of Social Justice & Empowerment,"Education & Learning, Skills & Employment",All,SC,5,99,250000.0,0,"""The NSFDC Internship Scheme 2024"" is implemented by the National Scheduled Castes Finance & Development Corporation, Ministry of Social Justice & Empowerment, Government of India. This scheme provides a platform for students to gain practical experience and understand the operations of a Central Public Sector Enterprise (CPSE) involved in socio-economic development schemes for scheduled caste communities in India. The internship will expose students to various programs and schemes...","Professional Exposure: Interns gain practical experience in the functioning of a CPSE and understand the work culture in a government organization. Learning Opportunities: Interns get to work on various socio-economic development schemes and programs, enhancing their understanding of social justice initiatives. Skill Development: The internship allows students to develop skills in research, project management, and policy implementation. Networking: Interns have the opportunity to interact with NSFDC officers and other interns, expanding their professional network. Certificate of Experience: Interns receive a certificate upon successful completion of the internship, which can be valuable for future career opportunities. NOTE: The internship is unpaid, and no financial incentives, stipend, or travel allowances are provided.","Course: Management/Commerce, Research, All/General",1
SCH3300,The Post-Matric Scholarship For Scheduled Tribes Students,Diploma,Engineering & Technology,State,Mizoram,Ministry of Tribal Affairs and Mizoram state,Education & Learning,All,ST,5,99,250000.0,0,The objective of the scheme is to provide financial assistance to students belonging to Scheduled Tribes pursuing Post-Matriculation recognized courses in recognized institutions. The scheme covers professional/ technical as well as non-professional and non-technical courses at various levels and also correspondence courses including distance and continuing education. The scheme is 90:10 funding from by the Ministry of Tribal Affairs and Mizoram state.,"1) Financial assistance: The scholarship provides financial assistance to Scheduled Tribe (ST) students to pursue post-matriculation studies. It covers the expenses of tuition fees, maintenance fees, and other incidental expenses. 2) Encourages education: The scholarship aims to encourage ST students to continue their education beyond the matriculation level and pursue higher studies. 3) Increased literacy rate: The scheme is designed to increase the literacy rate among the ST communities, which traditionally have a lower literacy rate compared to other communities. 4) Empowerment: By providing financial support, the scholarship aims to empower ST students and enable them to become self-reliant and independent. 5) Reduction of dropouts: The scholarship aims to reduce the number of dropouts among ST students, which is a significant problem faced by this community due to economic constraints. 6) Social upliftment: The scheme helps in the social upliftment of the ST communities by providing them with better access to education and opportunities. 7) Improved employment opportunities: Education is a key factor in improving employment opportunities, and the scholarship aims to equip ST students with the necessary skills and knowledge to pursue successful careers. 8) Inclusive growth: The scholarship scheme is a part of the government's larger agenda of promoting inclusive growth and development, where every section of society has equal access to opportunities and resources.",Education level: Post-Matric,1
SCH3305,"Theka Shramik, Gharelu Mahila Kamgar Evan Hamaal Shramik Ke Bachcho Hetu Chhaatravrtti Yojana",PhD,Education,State,Chhattisgarh,All,Education & Learning,All,All,5,99,250000.0,0,"Labor Department of Chhattisgarh State started this scheme ""Theka Shramik, Gharelu Mahila Kamgar Evan Hamaal Shramik Ke Bachcho Hetu Chhaatravrtti Yojana"" for unorganized worker on 11 March 2015. The main objective of the scheme to provides financial assistance to the children of sanitation workers in India for higher education.","Financial assistance provided according to the below table Classes Boy Students (Annual Scholarship amount) Girl Students (Annual Scholarship amount) Class I to V ₹500/- ₹750/- Class VI to VIII ₹750/- ₹1,000/- Class IX to XII ₹1,000/- ₹1,500/- Graduation ( BA, BSe, BCom) ₹1,500/- ₹2,000/- Post Graduation (MA , MSe, M.Com, Diploma) ₹2,500/- ₹3,000/- Pursuing graduate level professional course ₹3,000/- ₹4,000/- Studying for professional level, doing PhD or research work ₹4,000/- ₹5,000/-","Education level: PhD; Course: Research, All/General",1
SCH3318,Top Class Education For Scheduled Caste Students,Diploma,Engineering & Technology,Central,All India,All,"Education & Learning, Social welfare & Empowerment",All,SC,5,99,800000.0,0,"A scholarship scheme by Ministry of Social Justice and Empowerment for Scheduled Caste students pursuing studies beyond class 12th admitted in a full-time course in one of the notified institutions. The total annual family income from all sources must be less than or equal to Rs. 8.00 lakh. The benefit of the Scheme will not be provided to more than 2 siblings in a family. The scholarship, once awarded, will continue till the completion of the course, subject to satisfactory performance of...",Payment of Full tuition fee and non-refundable charges (Ceiling of Rs. 2.00 LPA per student for private sector institutions; Ceiling of Rs.3.72 LPA per student for the private sector flying clubs for Commercial Pilot Training and Type Rating Courses) Living expenses: ₹ 3000/- per month per student. Books and stationery: ₹ 5000/- per annum per student. A computer/laptop with accessories (UPS and printer) limited to ₹ 45000/- per student (one-time assistance).,Education level: 11th-12th,0
SCH3319,Top Class Education For Students With Disabilities,Diploma,Engineering & Technology,Central,All India,All,"Education & Learning, Social welfare & Empowerment",All,All,5,99,600000.0,0,"A scholarship scheme by DoEPwDs for Students with Disabilities (SwDs) pursuing studies beyond class 12th admitted in a full-time course in one of the 'notified institutions'. The students with the specified disabilities defined in Schedule of the ""Rights of Persons with Disabilities Act, 2016"" will be eligible under this scheme. This includes persons with visual, hearing, speech, loco-motor, mental retardation, and other disabilities. At times SwDs are deprived of harnessing their latent...","Payment of Full tuition fee and non-refundable charges (Ceiling of Rs. 2.00 LPA per student for private sector institutions) Living expenses : ₹ 3000/- per month per student. Books and stationery : ₹ 5000/- per annum per student. A computer/laptop with accessories (UPS and printer) is limited to ₹ 30,000/- per student (one-time assistance). Reimbursement of expenses for the purchase of Aids and Assistive Devices including necessary software related to the particular disability of the selected candidate: ₹ 30,000/- per student (one-time assistance). Special Allowance (related to types of disabilities like Reader Allowance, Escort Allowance, Helper Allowance etc.): ₹ 2000/- per month. The aids and assistive devices may include: For the blind I low vision - (i) Braille / Brailer Typewriter (ii) Laptop with Screen reading software (iii) Laptop with Screen Magnification software (iv) Talk software for mobile phone accessibility (v) DAISY Recorder and player For the hearing impaired - (i] Binaural digital programmable hearing aid with provision for button cells. (ii) Cell phone with SMS SIM Card (iii) Laptop with WiFi (Blue Tooth) facility.",Education level: 11th-12th,0
SCH3324,Training Assistance for Competitive Examinations,Diploma,Engineering & Technology,State,Gujarat,All,"Education & Learning, Social welfare & Empowerment",All,All,5,99,450000.0,0,"The ""Training Assistance for Competitive Examinations"" scheme introduced by the Social Justice and Empowerment Department, Gujarat, aims to support students from the non-reserved category in preparing for competitive exams such as UPSC, GPSC (Class 1, 2, and 3), Subordinate Services Selection Board, Panchayat Services Selection Board, and recruitment exams for Railways, Banks, and other government institutions. The scheme is being implemented by the Gujarat Unreserved Education and...","Financial Assistance: ₹20,000/- per student or the actual fee payable, whichever is less.",Education level: 1st-8th; Institution: Government/Approved Institution,0
SCH3326,"Training Of Motor Driving To VJNT, SBS & OBC",All,All,State,Maharashtra,All,"Social welfare & Empowerment, Education & Learning",All,OBC,5,99,250000.0,0,"The Government of Maharashtra launched a scheme that provides light and heavy motor driving, and conductor training to the needy Vimukta Jati, Nomadic Tribes, and Other Backward Class (VJNT, OBC & SBC) candidates. The scheme’s objective is to create employment chances for Vimukta Jati/Nomadic Tribes, Other Backward Classes, and Special Backward Class youth. The scheme provides light and heavy motor driving or conductor training to the needy VJNT, OBC & SBC candidates. The training is given...","1) If the trainee is not living at headquarters during the training period, the institution should pay Rs.300/- for Driver and Rs.150/- for the Conductor trainee as a stipend.",See official scheme description/eligibility details.,1
SCH3331,Transgender Utthan Kosh - College/Higher/Technical Educational Fees Refund for Transgender Students,School,Engineering & Technology,State,Rajasthan,All,Education & Learning,All,All,5,99,800000.0,0,"The ""Transgender Utthan Kosh - College/Higher/Technical Educational Fees Refund for Transgender Students"" scheme was introduced by the Social Justice and Empowerment Department, Government of Rajasthan. It aims to promote higher and technical education among transgender individuals by providing financial assistance for their educational expenses. Under this scheme, transgender students receive a refund of their school, college, higher, or technical education fees.","Educational Fee Refund: Full reimbursement of prescribed fees is provided for transgender students enrolled in schools, colleges, or technical institutes pursuing higher or technical education. Direct Bank Transfer: The amount is credited directly to the beneficiary's bank account after verification.","Education level: UG; Course: Engineering/Technology, All/General",0
SCH3332,Transgender Utthan Kosh - Financial Assistance for Studying Bisexual Children,School,Education,State,Rajasthan,All,Education & Learning,All,All,5,99,250000.0,0,"The scheme ""Transgender Utthan Kosh - Financial Assistance for Studying Bisexual Children"" was implemented by the Social Justice and Empowerment Department, Government of Rajasthan, aims to provide financial assistance for education and upliftment of transgender individuals. Under this scheme, transgender students from class 6th and higher classes receive a monthly stipend to cover accommodation and daily expenses if they live away from their homes for education.","Financial assistance of ₹6,000/- per month for up to 12 months to support transgender students living away from their homes for education. NOTE: Assistance is provided directly to the student's bank account. Students must submit a rental receipt each month to continue receiving assistance.",See official scheme description/eligibility details.,1
SCH3333,Transgender Utthan Kosh - Post Matric Scholarship for Studying Transgender,School,Education,State,Rajasthan,All,Education & Learning,All,All,5,99,800000.0,0,"The ""Transgender Utthan Kosh - Post Matric Scholarship for Studying Transgender"" scheme was introduced by the Social Justice and Empowerment Department, Government of Rajasthan. It aims to support transgender students pursuing post-matric education. Under this scheme, transgender students receive a monthly scholarship of ₹1,000/- to cover educational expenses for their post-matric studies.","Post-Matric Scholarship: Scholarship @ ₹1,000/- per month per student for 10 months. NOTE: The scholarship amount is directly transferred to the beneficiary's bank account.",Education level: Post-Matric,0
